userid,date.crea,score,n.matches,n.updates.photo,n.photos,last.connex,last.up.photo,last.pr.update,gender,sent.ana,length.prof,voyage,laugh,photo.elevator,photo.beach,Country
2434,7/6/2014,0.7028212,4,3,1,9/17/2014,8/3/2014,NA,0,2.663991171,35.07998024,0,0,0,0,France
2435,10/18/2016,2.620218204,23,1,5,11/23/2016,11/14/2016,NA,1,2.891365439,0,0,0,0,0,Germany
2436,12/12/2011,2.361833303,23,4,5,1/20/2012,12/14/2011,NA,0,5.992202232,0,1,0,0,0,England
2437,9/4/2017,1.264322611,12,2,3,10/28/2017,9/14/2017,NA,0,8.309949002,23.94551344,0,0,0,1,France
2438,1/22/2017,1.211987325,9,1,3,3/10/2017,2/4/2017,NA,0,4.695424542,51.25019192,0,0,0,0,Germany
2439,10/27/2015,1.919162894,16,1,4,12/4/2015,11/28/2015,NA,1,5.717067509,0,0,0,0,0,England
2440,12/11/2011,2.767134452,29,2,4,1/23/2012,12/28/2011,NA,0,2.528197992,0,0,1,0,0,France
2441,5/25/2010,1.002772112,7,1,5,7/19/2010,7/23/2010,NA,1,0.741356529,0,0,0,0,0,Germany
2442,7/18/2012,3.815709969,35,4,1,9/6/2012,8/6/2012,NA,0,4.803060492,0,0,0,0,0,England
2443,2/5/2014,0.815157939,6,1,4,2/21/2014,2/25/2014,NA,1,-0.345832939,0,1,0,0,0,France
2444,6/22/2017,1.56068603,14,0,6,7/21/2017,7/17/2017,NA,1,5.660318949,28.84241301,1,0,0,0,Germany
2445,6/17/2013,1.503317284,13,1,6,8/24/2013,7/19/2013,NA,0,3.525686577,35.35612293,1,0,0,0,England
2446,8/28/2009,1.690505081,23,1,1,10/16/2009,9/30/2009,NA,0,7.389363722,38.72129091,1,0,1,0,France
2447,12/27/2011,1.84034802,17,1,3,1/17/2012,1/20/2012,NA,1,5.941128309,30.94202439,0,1,0,0,Germany
2448,10/20/2015,1.104280541,9,2,5,11/5/2015,11/3/2015,NA,1,0.958870306,11.24546841,1,0,0,0,England
2449,6/14/2017,2.522874053,26,5,2,7/29/2017,7/11/2017,NA,0,3.901250098,0,0,1,0,0,France
2450,12/21/2010,1.997677106,16,2,3,1/22/2011,1/15/2011,NA,1,4.383464553,0,0,0,0,0,Germany
2451,10/28/2010,1.39952879,10,1,3,12/2/2010,11/17/2010,NA,0,1.281890317,37.08877057,0,0,0,0,England
2452,12/18/2011,0.854102481,5,0,2,1/28/2012,1/3/2012,NA,0,0.418778881,44.77647844,0,0,0,0,France
2453,1/1/2017,2.070055407,20,2,5,3/1/2017,1/31/2017,NA,0,2.412740795,38.67930126,1,0,0,0,Germany
2454,9/17/2016,1.267226854,5,-1,4,10/7/2016,10/2/2016,NA,1,3.58241186,0,0,0,1,1,England
2455,12/21/2016,2.134653239,22,2,1,1/18/2017,1/15/2017,NA,0,1.308561848,0,0,1,0,0,France
2456,9/5/2018,1.994341877,16,2,2,10/30/2018,10/8/2018,NA,0,3.487845356,39.95532466,0,0,0,0,Germany
2457,7/28/2012,2.09300923,10,2,4,8/22/2012,8/20/2012,NA,1,4.364905227,36.72721778,0,0,0,1,England
2458,7/18/2012,3.378678012,22,3,5,8/15/2012,8/11/2012,NA,1,7.608676958,24.82453913,0,1,0,1,France
2459,12/29/2016,1.936004773,16,2,3,2/24/2017,1/17/2017,NA,0,5.456523005,24.6628808,0,0,0,0,Germany
2460,4/29/2019,3.18106076,28,5,3,6/19/2019,6/1/2019,NA,0,8.209546645,0,0,0,0,0,England
2461,10/23/2010,1.231891661,16,1,2,12/14/2010,11/10/2010,NA,0,4.821572189,22.92075885,1,0,1,0,France
2462,6/19/2010,1.082190517,9,2,7,7/15/2010,7/9/2010,NA,1,3.559902915,0,1,0,0,0,Germany
2463,12/2/2010,4.733868269,44,1,4,2/13/2011,1/6/2011,NA,0,12.12281692,37.87153988,0,0,0,0,England
2464,4/27/2017,1.080371017,5,4,4,5/21/2017,5/21/2017,NA,1,3.637261452,0,0,1,1,1,France
2465,10/27/2017,1.352507996,12,1,4,11/8/2017,11/5/2017,NA,1,2.84650917,0,1,0,0,0,Germany
2466,5/19/2019,1.687757371,13,4,1,6/27/2019,6/9/2019,NA,0,4.758268245,0,0,0,0,0,England
2467,2/28/2012,1.964518826,16,0,3,3/17/2012,3/11/2012,NA,1,2.393990374,18.90108516,0,0,0,0,France
2468,7/29/2016,1.102751128,9,1,3,8/31/2016,8/23/2016,NA,1,-0.055413052,0,1,0,0,0,Germany
2469,6/15/2018,2.545379242,22,5,2,6/18/2018,6/19/2018,NA,2,7.191180916,29.52695636,0,1,0,0,England
2470,10/20/2010,2.265214146,19,4,2,12/6/2010,11/1/2010,NA,0,6.126142673,32.22769999,0,0,0,0,France
2471,3/18/2009,3.903517262,23,3,5,3/24/2009,3/20/2009,NA,1,5.605533544,14.84115142,0,0,0,1,Germany
2472,5/11/2010,1.229722215,5,0,4,6/12/2010,6/10/2010,NA,1,4.553758683,0,0,0,0,1,England
2473,2/26/2018,2.465403203,21,2,7,4/16/2018,3/9/2018,NA,0,9.367173966,28.79776516,0,0,0,0,France
2474,3/17/2011,3.006366184,27,3,3,4/5/2011,3/31/2011,NA,1,6.638397839,0,0,0,0,0,Germany
2475,12/7/2013,1.539552876,10,2,6,1/14/2014,1/8/2014,NA,1,2.241763363,23.64323016,1,1,0,1,England
2476,12/29/2016,1.075493267,10,0,4,1/18/2017,1/11/2017,NA,1,3.327324935,25.73377041,1,1,0,0,France
2477,3/23/2010,1.629629677,13,2,3,5/18/2010,4/5/2010,NA,0,1.259727222,0,0,0,0,0,Germany
2478,10/15/2010,3.891427902,35,2,3,11/11/2010,10/21/2010,NA,0,2.566957607,28.80202755,0,0,0,0,England
2479,1/2/2013,0.713415047,4,3,3,1/28/2013,1/13/2013,NA,0,5.187602958,17.32722643,1,0,0,0,France
2480,8/11/2011,1.779266055,16,2,5,9/18/2011,8/15/2011,NA,0,3.913537203,21.39852666,1,0,0,0,Germany
2481,9/22/2014,1.69723561,13,4,3,11/30/2014,10/24/2014,NA,0,4.501173031,28.27715966,0,0,0,0,England
2482,10/7/2015,0.812636755,5,1,4,11/6/2015,10/25/2015,NA,1,3.197895207,24.95448173,0,0,0,0,France
2483,9/4/2011,1.389536147,13,1,8,9/25/2011,9/24/2011,NA,1,5.498821466,14.08976809,0,1,1,0,Germany
2484,3/6/2015,2.496367307,16,1,2,3/25/2015,3/13/2015,NA,1,6.687170892,45.79651165,1,0,1,1,England
2485,11/19/2009,2.362669867,23,4,4,12/22/2009,12/21/2009,NA,1,5.38639625,30.3761488,1,0,0,0,France
2486,12/29/2012,1.029037105,7,1,5,1/27/2013,1/8/2013,NA,0,3.317539955,0,0,0,0,0,Germany
2487,10/16/2011,1.485615663,13,2,4,12/24/2011,11/7/2011,NA,0,4.758776641,30.12531393,1,0,0,0,England
2488,7/6/2015,1.832361527,20,2,6,8/12/2015,7/29/2015,NA,0,3.037024231,29.38682867,1,1,0,0,France
2489,10/10/2018,3.88114972,35,2,3,11/16/2018,10/25/2018,NA,0,7.74736727,0,0,0,0,0,Germany
2490,2/15/2010,3.047822414,27,4,5,4/10/2010,3/16/2010,NA,0,10.58267248,22.89007635,0,0,0,0,England
2491,1/10/2009,1.335607716,12,1,3,2/22/2009,1/28/2009,NA,0,6.436542335,40.10543417,0,1,0,0,France
2492,7/9/2009,0.672276417,3,4,3,8/7/2009,7/27/2009,NA,0,2.860799205,0,0,0,0,0,Germany
2493,12/11/2019,2.037966388,17,4,1,1/27/2020,12/22/2019,NA,0,6.401467212,32.53482437,0,0,0,0,England
2494,7/18/2011,1.952579123,17,0,3,8/10/2011,8/8/2011,NA,1,4.43497068,0,0,0,1,0,France
2495,5/21/2010,1.516678291,14,2,4,6/23/2010,5/24/2010,NA,0,5.013059363,0,0,1,0,0,Germany
2496,12/13/2018,1.665331467,13,3,3,1/15/2019,1/9/2019,NA,1,8.439755422,33.56699045,0,0,0,0,England
2497,11/26/2009,3.248855284,31,4,2,12/15/2009,12/18/2009,NA,1,4.586578511,37.04184718,0,0,1,0,France
2498,4/17/2015,1.401760195,11,4,3,5/19/2015,5/14/2015,NA,1,7.306062682,42.55406324,0,0,0,0,Germany
2499,8/2/2018,1.478020437,11,1,1,9/26/2018,8/28/2018,NA,0,4.301344749,0,0,0,0,0,England
2500,10/31/2014,4.667098996,43,5,1,12/21/2014,11/24/2014,NA,0,9.147476834,17.57837145,0,0,0,0,France
2501,5/20/2013,1.344275706,10,2,7,6/3/2013,6/3/2013,NA,1,3.596526825,34.76710923,0,0,0,0,Germany
2502,6/15/2013,0.918798525,6,1,1,7/19/2013,7/14/2013,NA,1,2.582329647,14.35624619,0,0,0,0,England
2503,5/26/2012,2.829473423,18,2,3,7/9/2012,6/29/2012,NA,1,6.010010976,0,1,0,0,1,France
2504,10/16/2018,0.773521903,5,-1,6,11/2/2018,11/1/2018,NA,1,5.26055381,0,0,0,1,0,Germany
2505,5/5/2014,1.04378238,8,4,4,5/24/2014,5/22/2014,NA,1,0.7344703,21.36790622,0,1,0,0,England
2506,9/20/2012,1.282499909,17,2,3,10/29/2012,10/10/2012,NA,0,5.729105858,16.13702994,1,0,1,0,France
2507,5/10/2016,4.075175519,24,2,5,5/14/2016,5/13/2016,NA,1,4.475793433,5.87835784,0,0,0,1,Germany
2508,12/16/2014,3.054293235,27,3,3,1/23/2015,1/5/2015,NA,0,1.236459902,0,0,0,0,0,England
2509,8/2/2019,0.706021155,5,1,6,9/11/2019,8/5/2019,NA,0,6.146789735,39.276531,0,1,0,0,France
2510,6/4/2013,1.237285978,5,1,2,6/29/2013,6/27/2013,NA,1,2.141370342,0,0,0,0,1,Germany
2511,5/7/2014,2.130823692,30,2,3,7/5/2014,6/7/2014,NA,0,3.677705989,12.82938132,1,0,1,0,England
2512,3/17/2011,1.249216074,17,2,1,5/9/2011,4/20/2011,NA,0,5.1437235,31.9813818,0,1,1,0,France
2513,9/15/2015,0.963517128,6,2,3,10/24/2015,10/4/2015,NA,0,5.281182262,15.88462768,0,0,0,0,Germany
2514,7/30/2011,0.616342382,4,1,2,9/4/2011,8/19/2011,NA,0,3.791559529,30.91565899,0,0,0,1,England
2515,6/20/2014,1.666470199,13,0,3,8/20/2014,7/19/2014,NA,0,4.652587127,0,0,0,0,0,France
2516,3/30/2019,1.569098904,12,3,7,4/30/2019,4/21/2019,NA,1,7.642028811,0,0,0,0,0,Germany
2517,11/30/2015,1.898982009,20,1,4,1/3/2016,12/16/2015,NA,0,7.11650234,27.4528765,0,0,0,1,England
2518,7/9/2010,0.680324832,3,-1,2,8/26/2010,7/23/2010,NA,0,4.820430691,23.08221544,0,0,0,0,France
2519,3/28/2018,2.401489985,21,3,2,5/17/2018,4/18/2018,NA,0,5.231194634,0,0,0,0,0,Germany
2520,10/8/2013,0.819898407,5,4,2,11/2/2013,11/1/2013,NA,1,3.508315271,0,0,0,0,0,England
2521,2/27/2015,0.625778777,6,2,4,4/29/2015,3/19/2015,NA,0,3.691504878,27.54526424,0,1,0,1,France
2522,6/12/2016,0.750492051,5,3,2,7/20/2016,6/12/2016,NA,0,1.866477802,37.28499484,1,0,0,0,Germany
2523,1/9/2017,3.21041543,29,4,5,3/6/2017,2/7/2017,NA,0,4.842733257,0,0,0,0,0,England
2524,3/18/2009,2.421990713,21,5,5,4/28/2009,3/29/2009,NA,0,5.543778585,0,0,0,0,0,France
2525,10/12/2017,0.746490325,9,4,3,12/8/2017,11/12/2017,NA,0,4.934535909,25.761824,0,1,1,0,Germany
2526,9/16/2012,2.938050956,26,3,5,10/11/2012,10/7/2012,NA,1,7.294004816,29.28701473,0,0,0,0,England
2527,11/8/2009,3.232691241,29,2,5,12/9/2009,12/6/2009,NA,1,7.941646726,12.06669747,0,0,0,0,France
2528,5/11/2018,1.103194645,13,3,3,6/24/2018,5/31/2018,NA,0,7.724437186,0,0,1,0,1,Germany
2529,12/19/2015,0.805684362,10,4,4,2/4/2016,1/24/2016,NA,0,2.455013066,17.6067634,0,1,1,0,England
2530,3/23/2012,1.744647579,14,1,4,4/12/2012,4/11/2012,NA,1,4.439229009,0,0,0,0,0,France
2531,5/6/2011,0.95053831,4,0,4,6/4/2011,6/4/2011,NA,1,2.116440441,0,1,0,0,1,Germany
2532,1/22/2009,2.50128295,25,2,6,2/20/2009,2/19/2009,NA,1,9.101876241,0,1,0,0,0,England
2533,2/15/2016,1.408711916,13,3,5,3/22/2016,3/16/2016,NA,1,4.849057416,0,0,1,0,0,France
2534,7/12/2015,2.081570232,10,2,8,8/12/2015,8/2/2015,NA,1,3.734365469,0,0,0,0,1,Germany
2535,10/15/2011,3.55060683,20,2,8,11/13/2011,11/12/2011,NA,1,2.821585805,0,0,0,0,1,England
2536,7/17/2012,0.993478911,6,0,7,8/13/2012,8/9/2012,NA,1,4.344844297,0,0,0,0,0,France
2537,8/22/2016,2.869859999,18,2,2,9/3/2016,9/6/2016,NA,1,2.127816703,26.11511237,1,0,0,1,Germany
2538,2/14/2010,0.732197848,4,0,1,3/30/2010,3/27/2010,NA,0,4.423902808,0,0,0,0,0,England
2539,2/4/2009,0.72075715,4,3,4,3/26/2009,2/24/2009,NA,0,6.365117521,0,0,0,0,0,France
2540,12/29/2013,1.004939709,8,0,5,2/7/2014,1/12/2014,NA,0,6.04703108,39.99876401,0,1,0,0,Germany
2541,6/6/2012,2.478168146,25,3,6,6/21/2012,6/21/2012,NA,1,6.7150923,37.95618387,1,0,0,0,England
2542,11/17/2010,2.712607503,27,6,2,12/9/2010,12/8/2010,NA,1,6.308831016,32.76153742,1,0,0,0,France
2543,6/4/2014,2.403761343,21,3,5,7/7/2014,6/9/2014,NA,0,10.90661339,29.75265578,0,0,0,0,Germany
2544,2/3/2012,1.027910112,7,2,1,4/16/2012,3/3/2012,NA,0,5.232823997,47.07242415,0,0,0,0,England
2545,12/13/2009,1.577159706,12,2,3,1/22/2010,12/29/2009,NA,0,3.443865453,0,0,0,0,0,France
2546,12/27/2018,1.084128967,7,2,6,2/8/2019,1/17/2019,NA,0,1.180475182,0,0,0,0,0,Germany
2547,6/11/2014,2.035122036,17,2,4,6/29/2014,6/21/2014,NA,1,3.78995668,0,0,0,0,0,England
2548,6/17/2011,1.910634877,16,3,6,7/26/2011,7/3/2011,NA,0,7.253922229,0,0,0,0,0,France
2549,6/20/2013,1.662801192,13,1,2,8/5/2013,7/2/2013,NA,0,2.450070362,28.65138681,0,0,0,0,Germany
2550,6/2/2016,3.905526122,40,3,4,7/29/2016,6/15/2016,NA,0,7.592597772,25.47435185,1,0,0,0,England
2551,6/20/2013,1.424532454,15,0,3,8/15/2013,7/15/2013,NA,0,4.146804189,36.74125976,1,1,0,0,France
2552,1/9/2018,1.697178191,13,5,2,2/5/2018,1/31/2018,NA,1,2.994582303,0,0,0,0,0,Germany
2553,12/25/2011,1.03632397,7,5,3,2/10/2012,1/11/2012,NA,0,4.143145025,13.94485529,0,0,0,0,England
2554,5/31/2010,2.893029023,27,3,2,6/25/2010,6/21/2010,NA,1,4.251684977,0,0,0,1,0,France
2555,11/23/2018,0.495481717,4,4,4,1/19/2019,12/16/2018,NA,0,5.046614964,0,0,1,0,1,Germany
2556,12/14/2018,2.721444854,27,4,5,1/14/2019,1/6/2019,NA,1,4.944104636,7.805220818,0,1,0,0,England
2557,1/21/2011,2.619088224,28,4,2,2/8/2011,2/6/2011,NA,1,4.211362567,25.22422363,0,1,1,0,France
2558,1/2/2016,2.610410541,23,2,1,2/10/2016,1/8/2016,NA,0,7.839651352,0,0,0,0,0,Germany
2559,10/21/2010,0.91884081,7,2,2,11/24/2010,11/20/2010,NA,1,3.239243084,0,0,1,0,0,England
2560,4/13/2013,1.904263721,21,2,6,5/14/2013,5/7/2013,NA,1,7.883176837,0,1,1,0,0,France
2561,3/12/2014,0.91347966,6,2,4,4/15/2014,4/4/2014,NA,0,6.309432009,43.94635713,0,0,0,0,Germany
2562,11/25/2011,0.75739705,5,1,4,12/17/2011,12/5/2011,NA,1,5.064397358,0,1,0,0,0,England
2563,11/13/2018,1.586563409,17,2,2,12/8/2018,12/4/2018,NA,1,5.467680406,30.15829082,1,1,0,0,France
2564,2/2/2017,0.748058927,5,1,4,3/8/2017,3/6/2017,NA,1,3.293851086,0,1,0,0,0,Germany
2565,2/20/2018,0.824485521,5,2,2,4/19/2018,3/7/2018,NA,0,4.22851836,30.39659786,0,0,0,0,England
2566,7/21/2009,1.861430617,15,3,7,9/2/2009,8/2/2009,NA,0,5.386638758,37.55546327,0,0,0,0,France
2567,6/30/2018,1.282185995,9,1,2,8/5/2018,8/11/2018,NA,1,6.144553081,0,0,0,0,0,Germany
2568,2/22/2018,3.191725944,28,1,2,4/24/2018,3/10/2018,NA,0,7.788106592,0,0,0,0,0,England
2569,12/10/2010,1.570561058,12,3,3,2/13/2011,1/18/2011,NA,0,3.512951569,34.81593874,0,0,0,0,France
2570,4/18/2014,1.104906707,8,2,2,6/14/2014,5/3/2014,NA,0,5.913735415,0,0,0,0,0,Germany
2571,11/28/2019,1.510790107,12,2,3,12/27/2019,12/21/2019,NA,1,6.796891498,36.77759162,0,0,0,0,England
2572,4/12/2012,3.983534916,36,2,3,5/10/2012,5/4/2012,NA,1,4.327071087,0,0,0,0,0,France
2573,1/31/2011,0.657333275,6,-1,1,3/26/2011,2/9/2011,NA,0,3.795017276,28.42847016,0,0,1,0,Germany
2574,2/16/2017,5.471645971,38,3,4,3/6/2017,3/2/2017,NA,1,8.970889741,0,0,1,0,1,England
2575,2/7/2015,0.976076837,6,0,2,3/21/2015,3/6/2015,NA,0,6.014383908,40.50472561,0,0,0,0,France
2576,12/16/2018,1.256884207,14,3,5,1/17/2019,12/27/2018,NA,0,-0.338784443,0,1,0,0,1,Germany
2577,6/21/2011,1.646943791,18,1,4,7/8/2011,7/1/2011,NA,1,7.032855796,26.95543427,1,1,0,0,England
2578,8/11/2018,1.09805071,9,3,3,9/26/2018,8/18/2018,NA,0,10.6545424,25.26046418,0,1,0,0,France
2579,3/27/2012,1.103836811,9,2,3,5/2/2012,4/6/2012,NA,0,4.724731494,42.81447676,0,1,0,0,Germany
2580,4/11/2012,1.172230801,10,2,5,5/27/2012,4/27/2012,NA,0,7.860480755,0,0,1,0,0,England
2581,7/14/2015,1.351124418,10,1,3,8/28/2015,7/18/2015,NA,0,-0.593416165,0,0,0,0,0,France
2582,3/19/2012,3.03293936,27,3,2,5/13/2012,4/9/2012,NA,0,9.954697599,0,0,0,0,0,Germany
2583,2/6/2018,0.593306223,3,-1,2,3/22/2018,3/3/2018,NA,0,5.088275799,0,1,0,0,0,England
2584,8/23/2011,0.934932322,6,0,4,10/3/2011,9/5/2011,NA,0,2.547555989,27.50597583,0,0,0,0,France
2585,11/22/2012,2.253586976,19,0,4,12/23/2012,12/23/2012,NA,2,4.946679851,33.67934508,1,0,0,0,Germany
2586,7/3/2017,1.682474572,17,2,5,7/20/2017,7/22/2017,NA,1,3.142297415,23.58848311,1,0,1,0,England
2587,5/17/2012,1.241908121,10,6,1,6/13/2012,5/28/2012,NA,0,3.132982348,20.26708684,1,0,0,0,France
2588,7/25/2014,3.030799368,27,3,4,8/4/2014,8/2/2014,NA,1,0.750492579,0,0,0,0,0,Germany
2589,7/9/2015,5.606877373,34,3,4,7/28/2015,7/23/2015,NA,1,5.459981632,0,0,0,0,1,England
2590,2/27/2011,0.671271071,7,0,1,3/23/2011,3/5/2011,NA,0,4.414425752,24.89251548,1,0,1,0,France
2591,1/22/2018,2.231264144,19,4,2,2/4/2018,1/29/2018,NA,1,0.254033905,20.87061493,0,0,0,0,Germany
2592,7/24/2012,2.841381399,25,2,4,9/19/2012,8/27/2012,NA,0,3.302699197,15.0811709,0,0,0,0,England
2593,7/15/2016,1.620529628,13,5,3,9/5/2016,7/31/2016,NA,0,3.657464344,32.50470175,0,0,0,0,France
2594,1/28/2010,2.374016897,20,4,2,2/22/2010,2/3/2010,NA,0,6.77298434,0,0,0,0,0,Germany
2595,11/3/2009,1.671918251,13,1,1,1/7/2010,12/11/2009,NA,0,4.96121155,0,0,0,0,0,England
2596,8/11/2017,2.287251799,19,2,3,9/5/2017,8/29/2017,NA,1,6.395898015,0,0,0,0,0,France
2597,7/6/2013,0.582484271,4,0,4,8/21/2013,8/1/2013,NA,0,2.361125734,0,0,0,0,1,Germany
2598,12/29/2012,0.724413226,6,3,2,2/12/2013,1/21/2013,NA,0,7.963428248,39.48091012,0,0,0,1,England
2599,2/10/2010,1.573444219,17,3,5,3/31/2010,3/6/2010,NA,0,3.729051359,32.18090193,1,1,0,0,France
2600,8/16/2010,1.6154644,13,0,4,9/9/2010,9/1/2010,NA,1,4.194435753,0,0,0,0,0,Germany
2601,1/31/2009,2.741591473,24,4,1,3/27/2009,2/21/2009,NA,0,4.362466471,0,0,0,0,0,England
2602,4/5/2016,2.455746755,25,2,4,5/13/2016,4/12/2016,NA,0,6.763314926,25.28975027,0,1,0,0,France
2603,12/15/2017,0.563596445,4,-1,3,1/14/2018,1/6/2018,NA,1,1.479951188,34.75739805,1,1,0,0,Germany
2604,12/1/2016,1.246933713,9,2,3,12/27/2016,12/14/2016,NA,0,5.831018068,25.65198382,0,0,0,0,England
2605,4/29/2010,3.043536518,27,4,4,5/20/2010,5/13/2010,NA,1,4.478732584,0,0,0,0,0,France
2606,5/30/2015,1.080639166,7,2,1,7/16/2015,6/19/2015,NA,0,3.624875366,32.30122619,0,0,0,0,Germany
2607,2/15/2009,1.289683874,10,3,3,3/30/2009,3/28/2009,NA,1,3.400421243,46.72503643,0,0,1,0,England
2608,5/29/2011,0.706478695,7,4,5,7/15/2011,5/31/2011,NA,0,0.773611259,21.92367261,0,0,1,0,France
2609,8/13/2013,0.989470718,11,0,3,9/24/2013,8/19/2013,NA,0,5.585490998,21.52951516,0,0,1,0,Germany
2610,12/22/2009,1.956568361,20,1,6,2/11/2010,1/18/2010,NA,0,6.583053211,27.58368248,0,1,0,0,England
2611,4/21/2011,0.903897541,6,0,2,5/12/2011,5/4/2011,NA,0,0.968266959,0,0,0,0,0,France
2612,10/25/2017,2.160683957,21,3,3,12/10/2017,11/11/2017,NA,0,6.697998609,31.2525471,1,0,0,0,Germany
2613,5/17/2018,1.550868517,22,3,4,7/12/2018,6/4/2018,NA,0,7.41717763,24.90742146,1,1,0,1,England
2614,11/4/2015,0.964976667,6,1,2,12/5/2015,12/3/2015,NA,0,4.683888394,19.45586847,0,0,0,0,France
2615,1/4/2017,1.011604478,7,2,3,1/15/2017,1/4/2017,NA,1,2.755596533,0,0,0,0,0,Germany
2616,5/31/2013,2.476712005,21,1,3,6/27/2013,6/28/2013,NA,1,8.051654703,23.42109711,0,0,0,0,England
2617,8/7/2012,1.767883944,19,4,4,9/8/2012,9/8/2012,NA,1,5.253624369,0,1,1,0,0,France
2618,4/9/2016,1.621400061,13,2,3,5/14/2016,4/22/2016,NA,0,5.750957753,0,0,0,0,0,Germany
2619,12/26/2011,1.286663735,5,0,1,1/19/2012,1/21/2012,NA,1,2.223667872,0,0,0,0,1,England
2620,6/19/2016,2.971316981,19,1,4,7/14/2016,7/8/2016,NA,1,8.137970024,0,0,1,0,1,France
2621,6/5/2015,4.293029586,39,2,7,6/28/2015,6/30/2015,NA,1,7.272556087,17.78748175,0,0,0,0,Germany
2622,12/24/2011,0.989693099,8,0,4,1/20/2012,1/14/2012,NA,1,2.441616641,0,1,0,0,0,England
2623,8/31/2009,1.277213705,12,1,5,9/28/2009,9/18/2009,NA,1,7.44799452,37.0788601,0,1,1,0,France
2624,2/21/2011,2.027881247,12,2,4,3/28/2011,3/20/2011,NA,1,5.290756792,23.38386079,1,0,0,1,Germany
2625,10/16/2010,3.636042586,21,1,7,11/5/2010,11/3/2010,NA,1,5.28119341,32.72578804,0,0,0,1,England
2626,7/26/2012,1.817412888,15,1,4,8/30/2012,8/28/2012,NA,1,6.246905245,0,0,0,0,0,France
2627,1/9/2011,1.068928436,9,1,4,2/6/2011,2/4/2011,NA,1,6.031357314,0,1,0,0,0,Germany
2628,5/10/2014,1.297208819,12,2,4,6/24/2014,5/26/2014,NA,0,4.36630919,40.15867285,0,1,0,0,England
2629,5/24/2017,1.309926949,10,1,2,7/2/2017,6/30/2017,NA,1,4.933607021,0,0,0,0,0,France
2630,10/24/2014,1.771269603,14,1,2,12/5/2014,11/16/2014,NA,0,2.421704509,19.90638321,0,0,0,0,Germany
2631,6/12/2013,2.033383403,10,6,5,7/2/2013,6/27/2013,NA,1,2.241596076,35.12617406,0,0,0,1,England
2632,2/9/2011,1.234333685,11,4,2,2/21/2011,2/15/2011,NA,1,2.018043666,25.66797794,0,1,0,0,France
2633,11/10/2019,0.72744339,4,-1,4,12/4/2019,11/23/2019,NA,1,1.927415843,20.77864154,0,0,0,0,Germany
2634,11/22/2018,0.71352391,4,0,6,12/24/2018,12/12/2018,NA,1,3.878418376,16.92433551,0,0,0,0,England
2635,5/6/2014,2.241149994,11,1,2,6/2/2014,5/29/2014,NA,1,7.553835602,38.25686464,0,0,0,1,France
2636,11/21/2009,1.398411402,16,1,4,1/21/2010,12/20/2009,NA,0,5.503674233,27.92918352,0,0,1,0,Germany
2637,7/5/2017,1.858117202,18,2,4,8/4/2017,7/24/2017,NA,0,4.893102398,10.63282683,0,1,0,0,England
2638,12/20/2009,2.016423515,17,1,8,1/30/2010,1/29/2010,NA,1,4.273301027,37.39306099,0,0,0,0,France
2639,5/11/2010,1.028936986,8,0,1,7/4/2010,6/5/2010,NA,0,4.89418274,30.04250214,1,0,0,0,Germany
2640,10/3/2018,2.470282346,13,2,1,10/28/2018,10/26/2018,NA,1,4.956120619,0,0,0,0,1,England
2641,7/5/2009,5.012387033,47,2,6,7/29/2009,7/23/2009,NA,1,5.36619908,0,0,0,0,0,France
2642,7/29/2014,1.974864727,18,0,4,9/8/2014,8/10/2014,NA,0,6.502962291,0,1,0,0,0,Germany
2643,11/20/2016,1.606454919,15,2,5,12/7/2016,11/27/2016,NA,1,2.093354648,5.47651641,1,0,0,0,England
2644,9/8/2019,2.541519816,22,1,3,11/5/2019,9/26/2019,NA,0,3.735975756,15.88098991,0,0,0,0,France
2645,2/19/2018,1.686792631,16,2,2,3/8/2018,3/3/2018,NA,1,3.91371066,27.6921505,1,0,0,0,Germany
2646,7/29/2015,1.167400562,8,3,2,9/16/2015,8/25/2015,NA,0,1.468385059,24.32501626,0,0,0,0,England
2647,4/3/2018,0.760886588,5,2,3,5/5/2018,5/9/2018,NA,1,3.659573092,39.42284269,1,0,0,0,France
2648,1/17/2009,1.670815739,13,1,2,2/27/2009,1/17/2009,NA,0,7.074431434,34.04524545,0,0,0,0,Germany
2649,6/4/2010,0.842531978,7,2,3,6/19/2010,6/16/2010,NA,1,4.011079266,0,1,1,0,0,England
2650,6/2/2018,0.756305762,7,1,3,7/27/2018,6/28/2018,NA,0,3.880985631,0,0,0,1,0,France
2651,2/17/2019,1.174356117,13,5,4,4/11/2019,3/8/2019,NA,0,2.940406865,34.55856451,0,0,1,0,Germany
2652,11/12/2019,1.055875447,8,3,5,12/2/2019,12/1/2019,NA,1,7.122347831,0,0,0,1,0,England
2653,1/12/2012,3.444733278,36,1,3,2/7/2012,2/3/2012,NA,1,9.018340231,20.87469355,1,0,0,0,France
2654,3/28/2010,4.412535257,41,3,3,5/19/2010,4/18/2010,NA,0,11.36899305,0,0,0,0,0,Germany
2655,3/26/2017,1.88812715,19,1,3,6/2/2017,4/20/2017,NA,0,5.698876886,0,0,1,0,0,England
2656,12/9/2019,0.88901352,7,3,2,1/5/2020,12/31/2019,NA,1,2.77036343,0,0,1,0,0,France
2657,8/12/2012,4.328242134,40,5,2,9/4/2012,8/25/2012,NA,1,10.63894084,22.5389652,0,0,0,0,Germany
